,Customer ID,Age,Gender,Item Purchased,Review Rating,Location,Review Rating,Payment Method,Previous Purchases,Income,ServiceQuality,FeedbackScore,LoyaltyLevel,SatisfactionScore,Product_ID,Purchase_Frequency,Average_Spending_Value,Most_Frequent_Category,Retention_Strategy,Churn_Probability,Lifetime_Value,Season
2378,2379,26,Male,Scarf,2.7,New Hampshire,2.7,Debit Card,37,100311,9,Medium,Bronze,100.0,PROD_CEILL3,1,193.19,Clothing,Discount,0.5,6513.51,Fall
2379,2380,40,Male,Hat,4.0,South Dakota,4.0,Credit Card,22,52924,6,Low,Bronze,75.63,PROD_C9JUTZ,9,188.12,Sports,Email Campaign,0.3,4212.11,Spring
2380,2381,41,Male,Scarf,2.5,Pennsylvania,2.5,Credit Card,36,32794,8,Low,Bronze,80.42,PROD_R00J5J,9,184.08,Electronics,Discount,0.8,6633.08,Summer
2381,2382,62,Male,Sandals,4.5,Wisconsin,4.5,Bank Transfer,23,48980,3,High,Bronze,33.77,PROD_X986QQ,12,55.14,Clothing,Loyalty Program,0.37,7876.44,Winter
2382,2383,39,Male,Sweater,3.9,California,3.9,Debit Card,44,113194,3,High,Gold,100.0,PROD_QYSI6C,8,66.79,Clothing,Email Campaign,0.75,137.2,Summer
2383,2384,53,Male,Backpack,4.9,Rhode Island,4.9,Cash,25,51137,10,High,Bronze,100.0,PROD_Y8M37G,14,65.29,Clothing,Discount,0.5,4398.96,Spring
2384,2385,24,Male,Blouse,3.3,Alabama,3.3,Debit Card,40,80137,9,Low,Gold,99.28,PROD_CDY9YA,9,64.93,Sports,Email Campaign,0.65,3318.27,Summer
2385,2386,41,Male,Scarf,3.8,Oklahoma,3.8,Venmo,12,39593,1,Medium,Bronze,53.07,PROD_FSQTHW,11,159.02,Clothing,Loyalty Program,0.11,532.54,Winter
2386,2387,19,Male,Socks,2.9,Illinois,2.9,Credit Card,14,72270,5,High,Silver,65.92,PROD_OFSAV4,13,87.28,Home,Email Campaign,0.49,8506.77,Winter
2387,2388,36,Male,Hat,4.0,Tennessee,4.0,Credit Card,14,68478,3,High,Gold,56.72,PROD_AETMB3,8,195.25,Electronics,Email Campaign,0.9,2857.19,Spring
2388,2389,21,Male,Dress,4.1,Alabama,4.1,Credit Card,10,66419,5,Low,Bronze,83.19,PROD_HHFAHL,5,192.34,Electronics,Email Campaign,0.86,1267.79,Spring
2389,2390,25,Male,Coat,3.1,Kansas,3.1,Cash,17,106743,5,Low,Gold,58.75,PROD_B99JWL,13,93.73,Home,Loyalty Program,0.69,7951.56,Fall
2390,2391,65,Male,Shirt,4.6,Arizona,4.6,Debit Card,24,108777,6,High,Gold,73.78,PROD_9770OD,15,28.49,Sports,Loyalty Program,0.96,571.94,Fall
2391,2392,42,Male,Shirt,4.6,Michigan,4.6,PayPal,31,75951,8,High,Silver,83.6,PROD_L7PL6A,9,133.39,Sports,Discount,0.37,3376.09,Fall
2392,2393,40,Male,Jeans,2.6,Missouri,2.6,Cash,36,72193,1,Medium,Gold,61.41,PROD_42CAU6,14,91.83,Sports,Discount,0.12,7607.62,Spring
2393,2394,58,Male,Socks,5.0,Louisiana,5.0,Debit Card,38,101254,8,High,Bronze,100.0,PROD_593ZNX,18,145.76,Electronics,Discount,0.46,164.51,Summer
2394,2395,40,Male,Sandals,2.9,Connecticut,2.9,Cash,23,95597,5,Medium,Bronze,86.87,PROD_6HSVVZ,12,66.46,Electronics,Loyalty Program,0.8,7511.68,Summer
2395,2396,62,Male,Blouse,3.5,Connecticut,3.5,Debit Card,47,41342,8,Medium,Gold,100.0,PROD_DCHBGA,14,30.49,Sports,Discount,0.77,9043.13,Spring
2396,2397,38,Male,Shirt,3.7,Oregon,3.7,Credit Card,20,87067,2,Low,Silver,76.21,PROD_MWGLF9,19,20.19,Electronics,Loyalty Program,0.06,4474.86,Fall
2397,2398,37,Male,Sunglasses,2.9,West Virginia,2.9,Bank Transfer,41,96415,5,High,Gold,100.0,PROD_DG73B7,9,33.93,Clothing,Email Campaign,0.46,4897.87,Fall
2398,2399,65,Male,Jacket,4.3,Florida,4.3,PayPal,44,63950,5,High,Gold,83.94,PROD_H7TMBQ,6,197.38,Clothing,Discount,0.4,8688.63,Winter
2399,2400,55,Male,Dress,3.2,New Hampshire,3.2,Debit Card,31,108078,2,High,Silver,91.63,PROD_XIN6Y7,17,159.29,Sports,Email Campaign,0.48,9328.41,Fall
2400,2401,43,Male,Sunglasses,4.2,Oregon,4.2,PayPal,11,39055,7,High,Silver,86.92,PROD_09MTSS,18,142.98,Sports,Email Campaign,0.08,9217.39,Fall
2401,2402,43,Male,Boots,4.2,Oregon,4.2,Cash,25,76669,1,High,Bronze,86.27,PROD_TJLUKN,18,80.06,Electronics,Loyalty Program,0.12,9612.65,Fall
2402,2403,45,Male,Scarf,3.8,Utah,3.8,PayPal,31,32386,7,Medium,Gold,100.0,PROD_OARMQN,5,117.59,Electronics,Loyalty Program,0.44,6695.75,Fall
2403,2404,64,Male,Shorts,4.4,Missouri,4.4,Bank Transfer,40,103393,10,Medium,Bronze,100.0,PROD_19SVFI,4,34.22,Sports,Loyalty Program,0.17,2666.45,Spring
2404,2405,28,Male,Shorts,3.1,West Virginia,3.1,Venmo,23,36223,3,Medium,Gold,84.99,PROD_KKIBLK,13,188.79,Sports,Loyalty Program,0.83,4499.73,Fall
2405,2406,69,Male,Jeans,5.0,California,5.0,Venmo,5,103608,3,High,Bronze,93.33,PROD_G3O9P4,19,121.56,Home,Loyalty Program,0.74,5364.43,Fall
2406,2407,54,Male,Scarf,4.7,California,4.7,Venmo,26,87368,5,High,Gold,55.39,PROD_AF2BAD,5,199.66,Electronics,Discount,0.58,8867.69,Summer
2407,2408,52,Male,Shorts,3.0,Illinois,3.0,Credit Card,11,60343,9,High,Silver,87.65,PROD_BLS9BO,6,53.32,Home,Email Campaign,0.32,3997.49,Winter
2408,2409,23,Male,Sneakers,4.2,Hawaii,4.2,PayPal,44,49750,3,High,Gold,75.06,PROD_1INLID,8,51.87,Electronics,Loyalty Program,0.52,1783.77,Spring
2409,2410,26,Male,Jewelry,3.0,Washington,3.0,Credit Card,47,92215,4,Low,Bronze,100.0,PROD_J5ZQ2S,1,160.2,Sports,Discount,0.09,2518.54,Summer
2410,2411,48,Male,Shoes,3.7,Wisconsin,3.7,Venmo,46,71612,8,Low,Gold,100.0,PROD_92QSHL,17,178.6,Electronics,Loyalty Program,0.29,8197.22,Spring
2411,2412,49,Male,Hoodie,2.7,Virginia,2.7,Debit Card,35,52210,6,High,Silver,78.12,PROD_C5B638,12,74.04,Home,Email Campaign,0.76,4107.26,Winter
2412,2413,53,Male,Jacket,4.3,Oregon,4.3,Debit Card,8,80369,6,Low,Silver,97.35,PROD_GDZX90,3,63.44,Home,Discount,0.23,2490.23,Summer
2413,2414,69,Male,Shorts,2.7,Pennsylvania,2.7,Bank Transfer,30,106652,7,High,Gold,100.0,PROD_WWPPXN,12,154.64,Home,Email Campaign,0.07,1660.82,Fall
2414,2415,26,Male,Socks,3.7,Virginia,3.7,PayPal,14,88267,7,Low,Silver,91.67,PROD_MSEM1O,12,85.83,Home,Discount,0.69,8974.45,Summer
2415,2416,21,Male,Coat,4.3,Hawaii,4.3,Cash,30,53043,6,Medium,Bronze,76.2,PROD_52SGM1,13,174.77,Clothing,Loyalty Program,0.06,183.73,Fall
2416,2417,59,Male,Sandals,4.0,Nebraska,4.0,Cash,26,81805,9,Medium,Silver,84.77,PROD_7K6ZX1,14,112.8,Electronics,Email Campaign,0.65,7533.16,Fall
2417,2418,21,Male,Backpack,3.3,Alaska,3.3,Bank Transfer,32,102889,3,Medium,Silver,59.94,PROD_L9YJYO,5,34.97,Home,Email Campaign,0.49,7960.07,Summer
2418,2419,22,Male,Pants,4.0,Michigan,4.0,Bank Transfer,47,97912,10,High,Gold,100.0,PROD_JQS2IZ,8,191.81,Sports,Discount,0.93,6698.74,Summer
2419,2420,26,Male,Sweater,2.7,North Carolina,2.7,Venmo,11,52152,6,Low,Bronze,100.0,PROD_V3UX28,9,60.78,Home,Discount,0.6,2090.96,Winter
2420,2421,41,Male,Jacket,4.2,North Carolina,4.2,PayPal,28,97094,2,Medium,Gold,70.39,PROD_194BBX,16,93.05,Home,Email Campaign,0.21,5507.96,Summer
2421,2422,37,Male,Sneakers,4.6,Minnesota,4.6,PayPal,2,84986,9,Medium,Gold,100.0,PROD_AX36S5,11,131.69,Sports,Loyalty Program,0.89,3691.41,Fall
2422,2423,30,Male,Jewelry,4.8,Georgia,4.8,Credit Card,45,100156,9,High,Silver,99.14,PROD_GBDYJV,17,30.15,Home,Email Campaign,0.09,8040.06,Summer
2423,2424,49,Male,Backpack,2.8,West Virginia,2.8,PayPal,7,31500,4,High,Bronze,83.09,PROD_Q4XH95,16,46.37,Home,Discount,1.0,8922.5,Fall
2424,2425,49,Male,Jewelry,4.5,Delaware,4.5,Debit Card,28,115918,9,Low,Gold,100.0,PROD_YT8TA6,2,165.43,Clothing,Loyalty Program,0.53,680.59,Fall
2425,2426,58,Male,Shoes,3.0,North Dakota,3.0,Venmo,34,83613,7,High,Bronze,74.94,PROD_R7UKVD,17,159.36,Clothing,Loyalty Program,0.14,6520.19,Spring
2426,2427,70,Male,Jacket,4.6,Florida,4.6,Venmo,26,68674,8,Low,Gold,67.87,PROD_75XQV1,9,89.39,Clothing,Email Campaign,0.97,5072.85,Spring
2427,2428,27,Male,Jacket,3.3,Oregon,3.3,Debit Card,45,100660,3,High,Bronze,83.49,PROD_40A83X,7,129.07,Home,Email Campaign,0.68,8020.6,Summer
2428,2429,65,Male,T-shirt,4.4,Idaho,4.4,PayPal,34,84255,5,Low,Silver,74.29,PROD_3G75WM,15,85.78,Electronics,Discount,0.24,4976.37,Winter
2429,2430,57,Male,Sneakers,4.4,Virginia,4.4,PayPal,47,42762,4,Low,Silver,92.17,PROD_U0HCPT,18,24.28,Home,Discount,0.2,9821.56,Summer
2430,2431,20,Male,Jacket,4.3,North Dakota,4.3,Cash,42,74407,6,Medium,Bronze,100.0,PROD_CCXL75,9,150.9,Home,Discount,0.91,9014.6,Spring
2431,2432,34,Male,Hoodie,3.4,Alabama,3.4,Cash,27,64701,3,Medium,Silver,78.16,PROD_30WBOJ,10,38.95,Sports,Loyalty Program,0.23,7018.88,Fall
2432,2433,59,Male,Jacket,2.8,Hawaii,2.8,PayPal,43,51653,3,Low,Bronze,99.49,PROD_8L3A5P,13,136.13,Home,Discount,0.58,5257.46,Fall
2433,2434,54,Male,T-shirt,3.4,Oregon,3.4,Cash,16,33477,1,Low,Bronze,34.45,PROD_NP15ZS,14,154.29,Sports,Loyalty Program,0.59,816.41,Winter
2434,2435,36,Male,Gloves,5.0,Utah,5.0,Cash,40,67309,10,Low,Silver,100.0,PROD_OLEQ5M,2,130.0,Clothing,Email Campaign,0.61,5812.02,Spring
2435,2436,21,Male,Sneakers,4.5,Hawaii,4.5,Cash,29,56035,3,High,Silver,58.33,PROD_SVDQQD,11,197.86,Clothing,Loyalty Program,0.41,6579.95,Winter
2436,2437,52,Male,T-shirt,2.7,Connecticut,2.7,Credit Card,38,91263,5,Medium,Bronze,66.23,PROD_95SQPY,18,116.15,Home,Email Campaign,0.08,2192.96,Summer
2437,2438,43,Male,Sneakers,3.4,Wyoming,3.4,Credit Card,34,86742,4,Medium,Silver,92.05,PROD_YWWWXD,14,85.56,Electronics,Loyalty Program,0.79,9168.34,Summer
2438,2439,32,Male,Jeans,3.4,Delaware,3.4,Cash,30,109988,4,Low,Silver,100.0,PROD_LAP7GS,15,168.16,Home,Email Campaign,0.77,9658.28,Winter
2439,2440,55,Male,Handbag,2.8,Arkansas,2.8,Cash,45,86911,10,Low,Bronze,100.0,PROD_CS7UVJ,18,174.32,Electronics,Loyalty Program,0.31,3400.39,Summer
2440,2441,31,Male,Socks,4.7,Indiana,4.7,Bank Transfer,47,107239,10,Medium,Gold,100.0,PROD_QLBARZ,13,82.98,Clothing,Discount,0.95,3939.79,Fall
2441,2442,45,Male,Jewelry,4.7,California,4.7,Credit Card,5,67259,7,Low,Gold,100.0,PROD_1H1LV9,1,76.39,Clothing,Email Campaign,0.27,7459.45,Summer
2442,2443,53,Male,Blouse,4.7,Wyoming,4.7,PayPal,50,99583,7,Low,Bronze,100.0,PROD_QP37XP,9,93.65,Electronics,Email Campaign,0.11,6102.81,Fall
2443,2444,24,Male,Backpack,3.4,South Dakota,3.4,Venmo,24,56251,10,High,Gold,100.0,PROD_1JZXWP,11,167.89,Home,Discount,0.33,1618.04,Summer
2444,2445,47,Male,Scarf,3.7,West Virginia,3.7,Cash,15,111247,5,Low,Bronze,76.95,PROD_ZEAKFI,19,110.25,Clothing,Email Campaign,0.63,1020.24,Spring
2445,2446,63,Male,Scarf,4.1,Tennessee,4.1,PayPal,50,52916,6,Medium,Bronze,77.77,PROD_KUF3F7,18,109.2,Sports,Email Campaign,0.95,8785.4,Winter
2446,2447,38,Male,Shirt,2.9,Alaska,2.9,Cash,7,34707,1,Low,Bronze,40.64,PROD_IAO68N,10,159.12,Sports,Discount,0.97,1822.79,Fall
2447,2448,59,Male,Pants,3.2,South Dakota,3.2,Venmo,10,80779,6,Medium,Bronze,94.74,PROD_F387HQ,5,56.39,Sports,Email Campaign,0.37,6745.49,Fall
2448,2449,54,Male,Hat,3.0,Tennessee,3.0,Bank Transfer,38,62245,1,Medium,Silver,78.39,PROD_ULLUTF,2,103.09,Clothing,Discount,0.32,6084.96,Summer
2449,2450,26,Male,Coat,4.1,Alabama,4.1,Debit Card,31,58283,10,High,Bronze,98.13,PROD_L37ED3,19,179.32,Sports,Discount,0.81,5938.68,Fall
2450,2451,68,Male,T-shirt,4.5,North Carolina,4.5,Venmo,7,96795,9,High,Gold,100.0,PROD_2JDR9Z,17,157.79,Electronics,Loyalty Program,0.56,5453.85,Summer
2451,2452,41,Male,Socks,3.4,Oklahoma,3.4,Debit Card,27,115507,6,Medium,Bronze,100.0,PROD_P0UUOF,14,179.12,Clothing,Discount,0.03,4777.97,Fall
2452,2453,68,Male,Shirt,4.1,New York,4.1,Venmo,45,85654,8,High,Silver,100.0,PROD_KGT9GE,16,167.93,Home,Discount,0.77,6248.39,Spring
2453,2454,21,Male,Sweater,4.6,Iowa,4.6,PayPal,13,42134,2,Medium,Gold,62.15,PROD_34MM7K,9,36.08,Home,Loyalty Program,0.92,4132.34,Summer
2454,2455,32,Male,Gloves,4.6,Alaska,4.6,Bank Transfer,33,39170,6,Low,Silver,82.65,PROD_KAQQ9D,18,72.11,Sports,Loyalty Program,0.72,4375.07,Fall
2455,2456,20,Male,Belt,3.4,Alaska,3.4,PayPal,25,67656,8,High,Silver,100.0,PROD_Q6FWG0,17,103.64,Home,Discount,0.54,9371.31,Fall
2456,2457,59,Male,Jeans,3.3,Nebraska,3.3,Credit Card,5,52242,4,Low,Bronze,37.63,PROD_NDUWAA,12,153.81,Clothing,Discount,0.91,7927.83,Summer
2457,2458,53,Male,Handbag,3.6,Delaware,3.6,PayPal,23,72167,5,Low,Gold,69.64,PROD_GDITXO,13,166.6,Home,Discount,0.81,2820.63,Fall
2458,2459,66,Male,T-shirt,4.6,Texas,4.6,Bank Transfer,17,61582,5,Medium,Gold,47.92,PROD_A8XR3X,18,84.11,Sports,Discount,0.47,9230.8,Spring
2459,2460,47,Male,Socks,4.3,Missouri,4.3,PayPal,14,113538,10,Low,Silver,100.0,PROD_RS2OGH,18,37.47,Home,Discount,0.76,2542.07,Winter
2460,2461,58,Male,Jeans,4.0,Maine,4.0,Venmo,28,74236,2,High,Silver,91.7,PROD_CGX2ZT,16,25.37,Home,Email Campaign,0.28,1490.79,Winter
2461,2462,28,Male,Scarf,4.8,Pennsylvania,4.8,PayPal,19,48477,7,Low,Bronze,100.0,PROD_GDLYGG,4,100.78,Electronics,Discount,0.91,2995.48,Fall
2462,2463,68,Male,Pants,4.3,Missouri,4.3,Venmo,31,80833,10,Low,Silver,100.0,PROD_6OJNJF,10,128.64,Electronics,Email Campaign,0.14,9798.44,Spring
2463,2464,60,Male,Blouse,3.3,Mississippi,3.3,Bank Transfer,25,104940,5,Medium,Silver,100.0,PROD_TJCD18,10,163.9,Sports,Loyalty Program,0.98,4236.92,Fall
2464,2465,47,Male,Jacket,2.8,Hawaii,2.8,Debit Card,4,51062,1,Low,Silver,92.02,PROD_S79KA6,15,90.67,Sports,Email Campaign,0.23,9509.66,Spring
2465,2466,18,Male,Sandals,4.4,Texas,4.4,Cash,20,41308,3,Medium,Bronze,36.02,PROD_MPTFP0,5,183.44,Clothing,Email Campaign,0.1,1579.1,Winter
2466,2467,32,Male,Shorts,3.7,South Dakota,3.7,Cash,37,79581,9,High,Gold,100.0,PROD_R0IV9H,9,145.55,Electronics,Loyalty Program,0.05,7159.31,Summer
2467,2468,27,Male,Shorts,3.6,New Jersey,3.6,Debit Card,28,82240,10,Medium,Silver,100.0,PROD_WOYFD3,3,151.29,Electronics,Loyalty Program,0.28,1834.68,Spring
2468,2469,65,Male,Skirt,3.7,Connecticut,3.7,Credit Card,6,37566,6,High,Bronze,100.0,PROD_8U5R6C,14,109.54,Home,Email Campaign,0.96,3987.13,Spring
2469,2470,68,Male,Sandals,5.0,Maryland,5.0,Cash,27,50257,1,High,Bronze,40.04,PROD_KQI78E,16,45.37,Electronics,Loyalty Program,0.1,9853.35,Fall
2470,2471,55,Male,Blouse,2.7,Arizona,2.7,Cash,29,43686,8,Medium,Silver,100.0,PROD_GZBXYI,7,48.23,Sports,Email Campaign,0.41,9472.68,Spring
2471,2472,30,Male,Sandals,4.3,Oklahoma,4.3,Cash,1,30650,9,Low,Silver,100.0,PROD_ZINHY4,15,44.98,Clothing,Loyalty Program,0.41,1966.38,Spring
2472,2473,24,Male,Shirt,4.1,Utah,4.1,Bank Transfer,31,60551,6,Medium,Gold,100.0,PROD_DB6LAT,2,114.58,Sports,Loyalty Program,0.11,4257.53,Spring
2473,2474,57,Male,Socks,2.6,Arkansas,2.6,Cash,28,57305,5,Low,Bronze,73.16,PROD_JJ440B,2,38.68,Electronics,Discount,0.88,9385.64,Fall
2474,2475,23,Male,T-shirt,3.2,North Carolina,3.2,Cash,19,83853,6,Medium,Silver,95.42,PROD_TBEBV2,4,126.92,Sports,Discount,0.26,4415.25,Spring
2475,2476,69,Male,Dress,3.5,California,3.5,Bank Transfer,36,102916,5,Low,Bronze,82.75,PROD_O8IJYU,6,130.39,Home,Loyalty Program,0.64,4184.42,Fall
2476,2477,60,Male,Hat,3.7,Colorado,3.7,Debit Card,28,67884,2,Low,Silver,100.0,PROD_FVUWMI,10,122.7,Sports,Email Campaign,0.39,1466.76,Fall
2477,2478,25,Male,Gloves,3.8,California,3.8,Debit Card,29,75994,8,Low,Silver,100.0,PROD_XZ64SV,19,143.07,Home,Discount,0.97,3894.97,Fall
2478,2479,18,Male,Socks,4.8,Vermont,4.8,Cash,9,46442,2,High,Gold,100.0,PROD_ON3WH1,10,66.06,Sports,Email Campaign,0.27,8623.08,Spring
2479,2480,37,Male,Dress,4.2,Kansas,4.2,Venmo,26,57275,4,High,Bronze,54.74,PROD_X7RXR7,2,158.77,Sports,Email Campaign,0.28,7813.69,Winter
2480,2481,61,Male,Socks,2.9,Ohio,2.9,Debit Card,7,61688,7,High,Silver,100.0,PROD_4KSYQU,1,156.32,Clothing,Email Campaign,0.01,7301.22,Winter
2481,2482,41,Male,Belt,2.9,New Jersey,2.9,Venmo,35,46907,5,High,Bronze,74.92,PROD_E173IA,2,174.58,Sports,Email Campaign,0.02,9689.16,Winter
2482,2483,69,Male,Handbag,4.8,Arizona,4.8,PayPal,46,46923,7,Medium,Bronze,100.0,PROD_VZ6DIK,17,125.34,Home,Discount,0.72,7920.87,Winter
2483,2484,32,Male,Skirt,2.9,Arizona,2.9,PayPal,8,107485,5,Medium,Silver,78.18,PROD_W5AZFZ,3,110.56,Clothing,Email Campaign,0.13,672.02,Fall
2484,2485,60,Male,Hoodie,4.8,New Hampshire,4.8,Bank Transfer,50,106652,4,Low,Gold,91.96,PROD_0M9PF4,1,72.18,Clothing,Email Campaign,0.3,2319.28,Summer
2485,2486,43,Male,Blouse,4.6,Louisiana,4.6,Credit Card,37,83031,10,Medium,Gold,100.0,PROD_0S4WMY,4,158.35,Clothing,Discount,0.16,8193.29,Fall
2486,2487,61,Male,Jeans,4.4,Texas,4.4,Credit Card,6,41036,9,Medium,Silver,100.0,PROD_R1LXQX,18,25.45,Sports,Loyalty Program,0.26,7413.4,Winter
2487,2488,57,Male,Boots,3.0,Montana,3.0,PayPal,16,108975,9,Medium,Silver,97.09,PROD_YZKQR6,18,77.15,Home,Email Campaign,0.27,2161.36,Fall
2488,2489,56,Male,Handbag,4.4,New Hampshire,4.4,Credit Card,30,91381,10,Medium,Bronze,100.0,PROD_COP26O,5,29.57,Electronics,Discount,0.15,8158.81,Summer
2489,2490,66,Male,Coat,3.9,South Dakota,3.9,Credit Card,50,106589,7,High,Gold,100.0,PROD_M80CA3,15,153.85,Electronics,Loyalty Program,0.92,5985.85,Winter
2490,2491,52,Male,Blouse,4.0,Montana,4.0,PayPal,5,98380,10,High,Gold,100.0,PROD_V0YKBO,3,134.42,Clothing,Discount,0.53,5405.15,Winter
2491,2492,63,Male,Handbag,2.5,North Carolina,2.5,Debit Card,15,82275,2,Low,Gold,62.6,PROD_K9CCQG,19,129.49,Electronics,Loyalty Program,0.09,892.49,Winter
2492,2493,50,Male,Sunglasses,4.1,South Dakota,4.1,Venmo,34,99159,1,Medium,Bronze,55.16,PROD_LMN4RI,19,182.26,Clothing,Email Campaign,0.12,2230.5,Fall
2493,2494,21,Male,Socks,4.8,Maine,4.8,Cash,6,95306,5,Low,Gold,79.51,PROD_9B6A3A,7,126.42,Clothing,Loyalty Program,0.74,9516.82,Spring
2494,2495,42,Male,Shoes,2.6,Oklahoma,2.6,PayPal,26,33236,3,Medium,Silver,82.25,PROD_1XPRRO,10,88.94,Home,Discount,0.96,1420.53,Spring
2495,2496,40,Male,Backpack,3.1,Nebraska,3.1,Bank Transfer,34,83632,7,Low,Bronze,72.4,PROD_PMJEGG,10,71.33,Home,Email Campaign,0.71,4176.46,Summer
2496,2497,67,Male,Scarf,3.2,Illinois,3.2,Bank Transfer,37,66015,2,Low,Bronze,69.27,PROD_K3UEC0,10,137.12,Electronics,Email Campaign,0.84,1148.27,Winter
2497,2498,35,Male,Backpack,4.2,Colorado,4.2,Bank Transfer,28,68123,9,Low,Bronze,100.0,PROD_KJGOFA,7,101.31,Electronics,Loyalty Program,0.89,7083.69,Fall
2498,2499,18,Male,Coat,2.6,Massachusetts,2.6,Cash,38,51246,7,High,Bronze,100.0,PROD_L2C3O9,8,126.67,Clothing,Loyalty Program,0.03,7933.58,Winter
2499,2500,52,Male,Hoodie,3.1,Louisiana,3.1,Debit Card,2,64699,10,High,Gold,100.0,PROD_K963UP,6,80.55,Electronics,Loyalty Program,0.75,5812.79,Winter
2500,2501,59,Male,Gloves,2.9,Massachusetts,2.9,Credit Card,32,95200,3,High,Gold,90.63,PROD_FYQAOS,11,72.68,Sports,Loyalty Program,0.93,3243.6,Winter
2501,2502,49,Male,Shorts,4.6,West Virginia,4.6,Cash,30,110296,9,Low,Bronze,100.0,PROD_9Y6QCE,4,143.0,Home,Loyalty Program,0.55,4504.8,Winter
2502,2503,46,Male,Skirt,4.1,Idaho,4.1,Cash,17,92147,3,High,Silver,71.26,PROD_EWRCCX,9,59.12,Home,Loyalty Program,0.89,2451.06,Winter
2503,2504,69,Male,Boots,2.5,Ohio,2.5,PayPal,5,31265,7,High,Gold,99.61,PROD_VWIDWO,1,93.24,Electronics,Loyalty Program,0.26,5952.95,Summer
2504,2505,56,Male,Shorts,4.0,Rhode Island,4.0,Credit Card,31,74779,9,Low,Bronze,100.0,PROD_Q94FCY,17,92.82,Electronics,Discount,0.7,6131.99,Summer
2505,2506,27,Male,Handbag,3.5,Illinois,3.5,PayPal,43,30106,5,Low,Silver,66.91,PROD_S4HQ0W,14,121.09,Electronics,Email Campaign,0.04,414.9,Summer
2506,2507,57,Male,Dress,4.4,New York,4.4,Debit Card,19,88068,2,Low,Gold,76.86,PROD_RP6ZEB,5,168.88,Home,Loyalty Program,0.25,909.44,Fall
2507,2508,58,Male,Shoes,2.9,Louisiana,2.9,PayPal,32,93361,4,Low,Silver,89.02,PROD_F2I2OB,9,181.77,Home,Discount,0.54,2927.24,Winter
2508,2509,23,Male,Sneakers,3.1,California,3.1,Cash,5,32035,3,Medium,Gold,49.45,PROD_UJNRG6,17,175.95,Clothing,Loyalty Program,0.42,6451.08,Fall
2509,2510,19,Male,Socks,4.4,Washington,4.4,PayPal,9,75652,1,Medium,Gold,67.26,PROD_81HD6B,7,72.26,Electronics,Discount,0.89,707.79,Spring
2510,2511,40,Male,Jacket,4.4,South Dakota,4.4,Cash,48,112365,4,High,Gold,100.0,PROD_1EYE8L,7,89.05,Sports,Loyalty Program,0.11,8504.39,Winter
2511,2512,54,Male,Backpack,2.7,Idaho,2.7,Debit Card,1,64104,1,Low,Silver,62.41,PROD_2DXW6U,10,193.52,Electronics,Email Campaign,0.34,5800.91,Fall
2512,2513,50,Male,Socks,4.9,North Dakota,4.9,Credit Card,20,70875,1,Medium,Silver,28.39,PROD_7IKDXJ,8,66.62,Sports,Discount,0.67,8396.76,Spring
2513,2514,69,Male,Handbag,3.5,Washington,3.5,Debit Card,42,89044,4,Medium,Silver,91.07,PROD_BTPXM1,14,139.63,Home,Loyalty Program,0.49,4755.42,Summer
2514,2515,42,Male,Hat,4.8,Alaska,4.8,Debit Card,45,110461,7,High,Gold,100.0,PROD_79DW1I,9,164.48,Home,Discount,0.58,4860.15,Spring
2515,2516,37,Male,Blouse,4.2,Kansas,4.2,Bank Transfer,41,89822,5,High,Gold,93.95,PROD_YQAN12,2,167.46,Electronics,Loyalty Program,0.61,6386.78,Fall
2516,2517,46,Male,Shorts,4.6,Utah,4.6,Bank Transfer,36,76268,8,Low,Silver,82.72,PROD_XDE55Y,14,99.41,Sports,Loyalty Program,0.08,515.4,Summer
2517,2518,64,Male,Shirt,2.9,Wyoming,2.9,Credit Card,10,50706,7,High,Silver,99.95,PROD_LTWFI1,1,29.46,Sports,Email Campaign,0.12,1232.64,Summer
2518,2519,20,Male,Boots,4.0,Maine,4.0,PayPal,31,75744,7,Low,Silver,83.36,PROD_96DIB1,12,40.51,Clothing,Loyalty Program,0.46,6353.96,Winter
2519,2520,40,Male,Jacket,4.9,Michigan,4.9,Credit Card,21,35573,2,Low,Silver,66.19,PROD_SFEBPI,19,166.17,Sports,Loyalty Program,0.55,1072.25,Winter
2520,2521,64,Male,Jacket,3.1,Illinois,3.1,Bank Transfer,16,73590,4,High,Gold,100.0,PROD_MNOFNH,1,59.67,Sports,Discount,0.14,3022.44,Fall
2521,2522,29,Male,Handbag,4.4,Minnesota,4.4,Debit Card,18,100629,7,High,Gold,90.53,PROD_1K8Q0A,16,22.92,Home,Email Campaign,0.55,1499.18,Summer
2522,2523,20,Male,Belt,2.5,Massachusetts,2.5,Cash,20,95891,3,Medium,Silver,64.84,PROD_FVR88M,18,166.67,Sports,Loyalty Program,0.16,3476.42,Winter
2523,2524,43,Male,Handbag,3.4,New Jersey,3.4,Cash,21,86741,3,Low,Gold,93.75,PROD_G3FI2T,2,145.74,Sports,Discount,0.25,1595.1,Summer
2524,2525,60,Male,Coat,3.7,Kansas,3.7,Venmo,23,52656,2,Low,Bronze,87.41,PROD_24JCBS,11,69.7,Clothing,Discount,0.48,7650.96,Fall
2525,2526,39,Male,Sweater,4.2,Kentucky,4.2,PayPal,20,116912,7,Medium,Gold,80.57,PROD_I3TODE,8,39.25,Sports,Discount,0.05,7731.59,Summer
